"","clv","Response","Coverage","Education","EmploymentStatus","Gender","Income","Location.Code","Marital.Status","Monthly.Premium.Auto","Months.Since.Last.Claim","Months.Since.Policy.Inception","Number.of.Open.Complaints","Number.of.Policies","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Total.Claim.Amount","Vehicle.Class","Vehicle.Size","pred_train","stu_res","stud.del.resids","leverage","cooks_dis","dffits","dfbetas.(Intercept)","dfbetas.Monthly.Premium.Auto","dfbetas.Number.of.Open.Complaints","dfbetas.Number.of.Policies","dfbetas.I(Renew.Offer.Type == ""Offer2"")TRUE","dfbetas.I(Vehicle.Class == ""SUV"")TRUE","cov_ratio"
"105", 9402.730,"No","Extended","High School or Below","Unemployed","F",    0,"Suburban","Single",130,28,88,0,4,"Personal Auto","Personal L3","Offer1","Web", 936.000000,"SUV","Medsize", 9071.487, 0.1167865947, 0.1167865947,0.0010086129,2.295465e-06, 3.710858e-03,-3.721127e-04, 5.333120e-04,-6.868176e-04, 5.399296e-04,-8.850021e-04, 2.471538e-03,1.0020215
"107", 7694.064,"No","Basic","Bachelor","Employed","F",32303,"Rural","Married", 65,13,34,0,2,"Personal Auto","Personal L1","Offer3","Branch",  45.152521,"Four-Door Car","Medsize", 4851.708, 1.0019449870, 1.0019449870,0.0004675794,7.826989e-05, 2.167071e-02, 1.746185e-02,-9.509260e-03,-6.254412e-03,-6.324664e-03,-1.055632e-02,-1.969316e-03,1.0004638
"108", 8717.561,"No","Basic","High School or Below","Unemployed","M",    0,"Suburban","Married",117, 5,89,1,3,"Personal Auto","Personal L1","Offer1","Agent", 561.600000,"SUV","Medsize", 8004.703, 0.2513333388, 0.2513333388,0.0010028612,1.057049e-05, 7.963214e-03, 5.297130e-04,-4.226163e-04, 2.063528e-03,-1.670529e-04,-1.811730e-03, 6.054966e-03,1.0019649
"109", 5928.749,"No","Basic","Bachelor","Employed","F",40531,"Rural","Married", 74,17,32,0,9,"Personal Auto","Personal L3","Offer1","Agent",  30.567357,"Two-Door Car","Medsize", 7541.343,-0.5686562398,-0.5686562398,0.0013172939,7.109740e-05,-2.065273e-02,-1.059658e-04, 2.645222e-03, 3.390777e-03,-1.754894e-02, 4.590461e-03, 2.299241e-03,1.0020133
"110", 2452.977,"No","Basic","College","Employed","M",79898,"Urban","Married", 62, 5,86,1,1,"Corporate Auto","Corporate L1","Offer4","Agent", 271.606799,"Four-Door Car","Medsize", 4239.071,-0.6296201641,-0.6296201641,0.0006134113,4.055730e-05,-1.559868e-02,-1.178611e-02, 6.945559e-03,-4.931195e-03, 7.255046e-03, 6.290426e-03, 7.328659e-04,1.0012326
"111", 6701.572,"No","Extended","College","Employed","M",56398,"Suburban","Married", 85, 4,18,0,7,"Personal Auto","Personal L3","Offer4","Agent", 408.000000,"Four-Door Car","Small", 7389.218,-0.2424138644,-0.2424138644,0.0007529342,7.381040e-06,-6.654256e-03, 7.741781e-05,-8.598783e-05, 1.469124e-03,-4.930048e-03, 2.069165e-03, 1.535659e-03,1.0017188
"112", 7556.240,"No","Extended","High School or Below","Employed","M",35257,"Suburban","Divorced", 98,16, 2,1,8,"Corporate Auto","Corporate L2","Offer2","Web", 470.400000,"Four-Door Car","Small", 7891.255,-0.1181428467,-0.1181428467,0.0014588864,3.399322e-06,-4.515805e-03, 1.966920e-03,-8.946999e-04,-1.172677e-03,-3.261157e-03,-2.481507e-03, 9.581290e-04,1.0024730
"114", 7713.494,"No","Basic","Bachelor","Employed","M",45506,"Suburban","Single", 66,16,32,2,2,"Personal Auto","Personal L3","Offer1","Agent", 316.800000,"Four-Door Car","Medsize", 4596.023, 1.0991825329, 1.0991825329,0.0009027847,1.819489e-04, 3.304137e-02, 1.463270e-02,-1.000777e-02, 2.416489e-02,-6.685230e-03,-9.522592e-03,-2.085676e-03,1.0006902
"118", 6806.491,"No","Extended","High School or Below","Employed","M",37839,"Suburban","Married", 86,35,77,0,9,"Personal Auto","Personal L3","Offer2","Branch", 465.633954,"Two-Door Car","Medsize", 7822.671,-0.3583921756,-0.3583921756,0.0016421562,3.521751e-05,-1.453525e-02, 4.277036e-03,-7.348096e-04, 1.481764e-03,-1.172069e-02,-7.237884e-03, 2.050562e-03,1.0025395
"119", 2469.781,"No","Basic","Bachelor","Employed","F",92711,"Suburban","Single", 62,24,10,0,1,"Personal Auto","Personal L2","Offer3","Agent", 368.400146,"Two-Door Car","Medsize", 4389.620,-0.6767632435,-0.6767632435,0.0005915309,4.518527e-05,-1.646471e-02,-1.392673e-02, 7.437569e-03, 4.250470e-03, 7.873998e-03, 7.389676e-03, 8.828382e-04,1.0011475
"120", 3103.923,"No","Extended","College","Employed","F",74665,"Urban","Married", 78,10,90,2,1,"Corporate Auto","Corporate L2","Offer2","Call Center", 236.902001,"Four-Door Car","Medsize", 4551.508,-0.5104400828,-0.5104400828,0.0012171736,5.292667e-05,-1.781909e-02,-1.605810e-03, 1.271670e-03,-1.213556e-02, 4.872583e-03,-9.835491e-03, 1.812987e-03,1.0019773
"122", 8902.738,"No","Basic","Bachelor","Employed","M",46833,"Rural","Married",112, 6, 3,0,9,"Personal Auto","Personal L3","Offer1","Call Center",  64.109663,"Sports Car","Medsize", 9267.102,-0.1284939476,-0.1284939476,0.0014707788,4.053905e-06,-4.931465e-03, 1.931297e-03,-1.701527e-03, 7.729722e-04,-4.003187e-03, 9.511742e-04, 1.558273e-03,1.0024824
"123", 5499.447,"No","Basic","High School or Below","Employed","F",88768,"Suburban","Married", 68,17,77,0,7,"Personal Auto","Personal L3","Offer3","Branch", 326.400000,"Two-Door Car","Small", 6617.168,-0.3940413291,-0.3940413291,0.0008112515,2.101372e-05,-1.122783e-02,-2.555679e-03, 3.013591e-03, 2.378884e-03,-7.962533e-03, 3.481683e-03, 1.071749e-03,1.0016783
"127", 3133.503,"No","Extended","Master","Employed","F",58850,"Rural","Single", 78,20,26,0,1,"Personal Auto","Personal L3","Offer2","Branch", 143.747794,"Four-Door Car","Medsize", 4852.607,-0.6060218687,-0.6060218687,0.0006724852,4.119525e-05,-1.572084e-02,-4.159565e-03, 1.459308e-03, 2.701619e-03, 5.919197e-03,-1.054870e-02, 2.322227e-03,1.0013217
"128", 3837.452,"No","Extended","College","Employed","M",21880,"Urban","Married", 97,29,37,0,1,"Special Auto","Special L2","Offer1","Branch", 424.077159,"Four-Door Car","Medsize", 5979.135,-0.7549387860,-0.7549387860,0.0005008837,4.760566e-05,-1.690009e-02,-4.959199e-03,-4.140108e-03, 4.777650e-03, 8.580261e-03, 7.776839e-03, 6.602893e-03,1.0009420
"130", 7838.068,"No","Basic","Master","Unemployed","F",    0,"Rural","Married", 69, 9,12,0,2,"Personal Auto","Personal L1","Offer2","Agent",   2.704934,"Four-Door Car","Medsize", 4769.718, 1.0817146696, 1.0817146696,0.0006346916,1.238512e-04, 2.726038e-02, 9.213339e-03,-7.093698e-03,-4.763231e-03,-4.907889e-03, 1.901343e-02,-2.099958e-03,1.0004608
"131", 4305.808,"No","Basic","High School or Below","Employed","M",24188,"Suburban","Married",109,14,82,0,1,"Personal Auto","Personal L3","Offer1","Agent", 523.200000,"Sports Car","Medsize", 6524.112,-0.7819866955,-0.7819866955,0.0005946850,6.064872e-05,-1.907533e-02,-1.381127e-03,-8.705539e-03, 4.961986e-03, 8.816032e-03, 7.890316e-03, 8.835100e-03,1.0009933
"132", 5973.977,"No","Basic","Bachelor","Employed","F",41611,"Rural","Married", 74,14, 8,0,8,"Special Auto","Special L2","Offer1","Branch", 113.801497,"Four-Door Car","Medsize", 7215.499,-0.4377332309,-0.4377332309,0.0010186121,3.256710e-05,-1.397768e-02,-9.347190e-04, 2.073752e-03, 2.628137e-03,-1.118655e-02, 3.677430e-03, 1.759452e-03,1.0018489
"133", 5670.442,"No","Basic","Bachelor","Employed","F",28406,"Urban","Married", 72,16,35,1,4,"Personal Auto","Personal L3","Offer1","Call Center", 192.875720,"Four-Door Car","Medsize", 5670.748,-0.0001075666,-0.0001075666,0.0004206350,8.116439e-13,-2.206588e-06,-9.541088e-07, 6.523315e-07,-8.544721e-07,-4.787322e-07, 9.492041e-07, 3.613868e-07,1.0014461
"134", 4731.749,"No","Premium","College","Employed","M",69833,"Suburban","Married",118,32,99,0,1,"Personal Auto","Personal L3","Offer1","Agent", 828.662719,"Four-Door Car","Small", 6932.845,-0.7759633606,-0.7759633606,0.0007068843,7.099309e-05,-2.063806e-02, 1.424887e-03,-1.192631e-02, 4.933665e-03, 8.694985e-03, 7.706781e-03, 1.025258e-02,1.0011153
"135", 8026.380,"No","Basic","High School or Below","Unemployed","F",    0,"Suburban","Single", 74,15,91,0,2,"Corporate Auto","Corporate L2","Offer1","Web", 532.800000,"Four-Door Car","Small", 5260.440, 0.9749726782, 0.9749726782,0.0004051467,6.421339e-05, 1.962848e-02, 1.347938e-02,-5.123168e-03,-6.097943e-03,-6.086836e-03,-1.011706e-02,-3.781872e-03,1.0004560
"136", 4022.964,"No","Basic","High School or Below","Unemployed","M",    0,"Suburban","Single",117, 6, 1,0,1,"Personal Auto","Personal L3","Offer1","Agent", 975.107098,"SUV","Medsize", 7503.566,-1.2273700761,-1.2273700761,0.0010990547,2.762226e-04,-4.071214e-02,-9.654102e-03, 2.225466e-03, 7.351369e-03, 1.396427e-02, 1.079734e-02,-2.945493e-02,1.0005811
"138", 2274.775,"No","Basic","College","Unemployed","F",    0,"Suburban","Single", 63, 2, 5,0,1,"Personal Auto","Personal L2","Offer2","Agent", 606.642452,"Four-Door Car","Small", 4171.386,-0.6686296424,-0.6686296424,0.0007562860,5.639955e-05,-1.839471e-02,-8.604206e-03, 6.331297e-03, 2.967026e-03, 6.608003e-03,-1.146204e-02, 4.294747e-04,1.0013238
"139", 9552.927,"No","Extended","College","Employed","F",97732,"Urban","Married", 79, 0,70,0,2,"Personal Auto","Personal L3","Offer4","Branch", 289.912200,"Four-Door Car","Medsize", 5487.514, 1.4331484664, 1.4331484664,0.0003859612,1.321491e-04, 2.816092e-02, 1.694578e-02,-4.158157e-03,-8.973379e-03,-8.892159e-03,-1.474490e-02,-7.082577e-03,0.9993069
"140",10388.553,"No","Extended","Bachelor","Employed","F",61222,"Urban","Single", 89,20,55,0,2,"Special Auto","Special L3","Offer3","Branch", 392.604371,"Four-Door Car","Small", 5941.661, 1.5676782842, 1.5676782842,0.0003808031,1.559985e-04, 3.059778e-02, 1.226229e-02, 2.829675e-03,-9.837285e-03,-9.606471e-03,-1.585246e-02,-1.108045e-02,0.9988887
"141", 2470.121,"No","Basic","College","Unemployed","M",    0,"Suburban","Single", 74, 7,20,0,1,"Personal Auto","Personal L1","Offer4","Web", 721.242206,"Two-Door Car","Large", 4934.597,-0.8687353216,-0.8687353216,0.0004993401,6.284277e-05,-1.941754e-02,-1.370394e-02, 4.640239e-03, 5.470279e-03, 1.002704e-02, 9.301526e-03, 3.349774e-03,1.0007510
"142", 5619.069,"No","Premium","Master","Employed","M",50335,"Urban","Married",140, 9,54,0,1,"Personal Auto","Personal L2","Offer1","Call Center", 456.523850,"SUV","Medsize", 8548.104,-1.0328718872,-1.0328718872,0.0011769596,2.095124e-04,-3.545545e-02, 1.386851e-03,-9.312167e-03, 6.219401e-03, 1.156937e-02, 8.667493e-03,-1.973545e-02,1.0011098
"144", 6692.144,"No","Premium","High School or Below","Employed","M",63221,"Suburban","Married",168,28,49,0,1,"Corporate Auto","Corporate L3","Offer3","Agent", 806.400000,"SUV","Medsize", 9819.716,-1.1031235230,-1.1031235230,0.0015879870,3.225656e-04,-4.399393e-02, 1.385070e-02,-2.449330e-02, 6.686368e-03, 1.212150e-02, 8.713804e-03,-1.451114e-02,1.0013680
"146", 3660.770,"No","Extended","Bachelor","Employed","M",64495,"Urban","Married", 92,34,30,0,1,"Corporate Auto","Corporate L2","Offer4","Web", 251.992083,"Four-Door Car","Medsize", 5752.062,-0.7371665759,-0.7371665759,0.0004806204,4.355368e-05,-1.616483e-02,-6.317618e-03,-2.307810e-03, 4.660052e-03, 8.406488e-03, 7.658699e-03, 5.663701e-03,1.0009489
"147", 7928.829,"No","Basic","College","Unemployed","F",    0,"Suburban","Married", 72, 7,75,0,2,"Corporate Auto","Corporate L3","Offer1","Call Center", 345.600000,"Four-Door Car","Medsize", 5169.611, 0.9726084542, 0.9726084542,0.0004159208,6.560246e-05, 1.983964e-02, 1.422529e-02,-6.026288e-03,-6.080509e-03,-6.087045e-03,-1.012689e-02,-3.359140e-03,1.0004715
"151", 2659.338,"No","Basic","Bachelor","Employed","M",24495,"Suburban","Single", 70,29,65,0,1,"Personal Auto","Personal L2","Offer4","Branch", 336.000000,"Four-Door Car","Small", 4752.938,-0.7379960003,-0.7379960003,0.0005229850,4.750146e-05,-1.688155e-02,-1.282324e-02, 5.331383e-03, 4.643023e-03, 8.540798e-03, 7.953868e-03, 2.218019e-03,1.0009900
"152", 8564.768,"Yes","Basic","High School or Below","Employed","M",95697,"Rural","Married",107,29,29,0,9,"Personal Auto","Personal L3","Offer2","Agent", 178.006524,"Sports Car","Medsize", 8776.380,-0.0746368259,-0.0746368259,0.0017802891,1.656125e-06,-3.151994e-03, 1.518506e-03,-8.912261e-04, 3.107665e-04,-2.453099e-03,-1.535092e-03, 7.605423e-04,1.0028044
"153", 4885.163,"No","Extended","High School or Below","Disabled","M",26372,"Suburban","Married",126,11, 7,0,1,"Personal Auto","Personal L3","Offer4","Agent", 604.800000,"SUV","Medsize", 7912.298,-1.0674314297,-1.0674314297,0.0011016404,2.094291e-04,-3.544861e-02,-4.549843e-03,-2.587562e-03, 6.406661e-03, 1.207081e-02, 9.220844e-03,-2.357343e-02,1.0009599
"154", 9753.307,"No","Extended","Bachelor","Medical Leave","F",17514,"Rural","Married",127, 2, 5,0,3,"Personal Auto","Personal L1","Offer1","Branch",   8.312729,"SUV","Medsize", 8609.399, 0.4033070859, 0.4033070859,0.0009770685,2.651747e-05, 1.261277e-02,-1.459657e-05, 1.237211e-03,-2.387096e-03,-2.822731e-04,-3.210549e-03, 8.801679e-03,1.0018369
"155", 2946.154,"No","Basic","Bachelor","Employed","F",89270,"Urban","Single", 74,17,90,0,1,"Personal Auto","Personal L3","Offer2","Branch", 316.599228,"Four-Door Car","Medsize", 4670.948,-0.6080319812,-0.6080319812,0.0006850897,4.224676e-05,-1.592022e-02,-5.146919e-03, 2.608993e-03, 2.707246e-03, 5.957545e-03,-1.054085e-02, 1.812769e-03,1.0013318
"157", 3517.386,"No","Extended","College","Employed","M",51814,"Rural","Single", 92,28,89,0,1,"Personal Auto","Personal L2","Offer3","Agent",  56.300724,"Four-Door Car","Medsize", 5752.062,-0.7877138542,-0.7877138542,0.0004806204,4.973073e-05,-1.727325e-02,-6.750815e-03,-2.466056e-03, 4.979591e-03, 8.982919e-03, 8.183854e-03, 6.052059e-03,1.0008698
"158", 9743.350,"No","Extended","Bachelor","Employed","F",24028,"Suburban","Married", 82,14,27,0,2,"Personal Auto","Personal L2","Offer2","Agent", 393.600000,"Four-Door Car","Small", 5360.109, 1.5453930319, 1.5453930319,0.0005919062,2.356860e-04, 3.760919e-02, 5.121077e-03,-6.779636e-04,-6.832533e-03,-6.857238e-03, 2.751737e-02,-7.271867e-03,0.9991707
"159", 3873.647,"Yes","Basic","College","Retired","M",28142,"Suburban","Married",105,18,50,0,1,"Personal Auto","Personal L3","Offer2","Agent", 701.708239,"Sports Car","Medsize", 6078.805,-0.7774212622,-0.7774212622,0.0007727333,7.790337e-05,-2.161917e-02, 3.066121e-03,-8.008747e-03, 3.494810e-03, 7.432485e-03,-1.390314e-02, 7.442818e-03,1.0011789
"160", 7649.282,"No","Basic","Bachelor","Employed","F",52705,"Rural","Married", 64,14, 8,1,2,"Personal Auto","Personal L2","Offer1","Web", 128.705563,"Two-Door Car","Large", 4655.743, 1.0552642084, 1.0552642084,0.0004997198,9.279111e-05, 2.359571e-02, 1.685184e-02,-1.055574e-02, 8.305853e-03,-6.551238e-03,-1.015719e-02,-1.701482e-03,1.0003836
"163", 8714.922,"Yes","Basic","College","Unemployed","F",    0,"Suburban","Divorced",118,14,64,0,4,"Personal Auto","Personal L3","Offer1","Agent", 566.400000,"SUV","Medsize", 8526.510, 0.0664278733, 0.0664278733,0.0009889521,7.281624e-07, 2.090032e-03, 1.074708e-04,-7.193553e-05,-3.895574e-04, 3.009849e-04,-5.174457e-04, 1.575321e-03,1.0020113
"164", 2248.450,"Yes","Basic","Bachelor","Retired","F",24910,"Suburban","Single", 63, 7,63,1,1,"Personal Auto","Personal L1","Offer1","Branch", 347.857619,"Four-Door Car","Medsize", 4284.485,-0.7177315891,-0.7177315891,0.0006032543,5.182882e-05,-1.763369e-02,-1.314815e-02, 7.579674e-03,-5.620268e-03, 8.264791e-03, 7.158035e-03, 9.880361e-04,1.0011007
"165", 7416.197,"No","Extended","Bachelor","Unemployed","M",    0,"Suburban","Single", 77,15,12,2,2,"Personal Auto","Personal L3","Offer1","Agent", 554.400000,"Four-Door Car","Medsize", 5095.585, 0.8181545618, 0.8181545618,0.0008353653,9.327889e-05, 2.365675e-02, 7.288521e-03,-3.212239e-03, 1.797365e-02,-4.906731e-03,-6.928940e-03,-3.466246e-03,1.0011751
"166", 7771.159,"No","Basic","Master","Medical Leave","M",21876,"Suburban","Married", 68,12,28,0,2,"Personal Auto","Personal L3","Offer1","Agent", 465.414770,"Four-Door Car","Small", 4987.952, 0.9810788645, 0.9810788645,0.0004427830,7.106285e-05, 2.064883e-02, 1.592001e-02,-7.925856e-03,-6.128139e-03,-6.170272e-03,-1.028444e-02,-2.554063e-03,1.0004814
"167", 6968.342,"No","Basic","Bachelor","Unemployed","F",    0,"Suburban","Single", 69,33,61,1,2,"Personal Auto","Personal L3","Offer1","Agent", 496.800000,"Four-Door Car","Small", 4882.817, 0.7351254540, 0.7351254540,0.0004581980,4.129125e-05, 1.573938e-02, 1.026809e-02,-5.623289e-03, 5.780896e-03,-4.535450e-03,-7.010790e-03,-1.966782e-03,1.0009295
"168", 4250.283,"Yes","Basic","High School or Below","Unemployed","F",    0,"Suburban","Single", 61,17, 1,1,7,"Personal Auto","Personal L1","Offer1","Agent", 292.800000,"Four-Door Car","Small", 6148.715,-0.6693205871,-0.6693205871,0.0009015012,6.737768e-05,-2.010542e-02,-4.972271e-03, 7.352433e-03,-5.412753e-03,-1.356482e-02, 5.375419e-03, 7.300915e-04,1.0014684
"171", 2413.140,"No","Basic","College","Medical Leave","M",27501,"Suburban","Married", 63,20, 0,0,1,"Personal Auto","Personal L1","Offer4","Branch", 542.319401,"Four-Door Car","Medsize", 4435.035,-0.7127386026,-0.7127386026,0.0005814127,4.925869e-05,-1.719091e-02,-1.438170e-02, 7.497418e-03, 4.477376e-03, 8.287049e-03, 7.769884e-03, 1.081314e-03,1.0010861
"172",15363.847,"No","Premium","Doctor","Disabled","F",15897,"Urban","Divorced",101,30,99,0,2,"Personal Auto","Personal L3","Offer2","Agent", 303.148399,"Four-Door Car","Medsize", 6222.989, 3.2250986907, 3.2250986907,0.0006639964,1.149986e-03, 8.313236e-02,-1.384002e-02, 2.742863e-02,-1.434384e-02,-1.384040e-02, 5.850935e-02,-2.820625e-02,0.9910828
"173", 8456.962,"No","Basic","College","Employed","F",25141,"Rural","Divorced", 73,12, 4,1,2,"Personal Auto","Personal L3","Offer3","Agent",  25.438063,"Four-Door Car","Medsize", 5064.476, 1.1958911186, 1.1958911186,0.0004329517,1.032352e-04, 2.488888e-02, 1.478924e-02,-6.896364e-03, 9.397566e-03,-7.341379e-03,-1.132053e-02,-4.216554e-03,0.9999925
"174", 2189.643,"No","Basic","College","Unemployed","F",    0,"Suburban","Married", 61, 5,46,3,1,"Personal Auto","Personal L2","Offer3","Agent", 292.800000,"Four-Door Car","Small", 3892.557,-0.6006721178,-0.6006721178,0.0018621217,1.121989e-04,-2.594456e-02,-9.256814e-03, 6.962940e-03,-2.167302e-02, 6.795762e-03, 4.899497e-03, 4.028688e-04,1.0025218
"175", 5780.182,"Yes","Basic","High School or Below","Employed","M",51066,"Suburban","Single", 74,23, 0,0,8,"Personal Auto","Personal L2","Offer2","Call Center", 787.993313,"Four-Door Car","Medsize", 6951.851,-0.4131687561,-0.4131687561,0.0013337405,3.800285e-05,-1.509917e-02, 2.139322e-03, 1.523311e-03, 1.718523e-03,-1.128172e-02,-8.119051e-03, 1.299377e-03,1.0021865
"176", 4639.982,"No","Basic","Bachelor","Employed","F",28358,"Rural","Married",117,24,37,0,1,"Personal Auto","Personal L2","Offer2","Call Center",  84.024413,"Sports Car","Medsize", 6623.781,-0.6994272090,-0.6994272090,0.0009209121,7.516056e-05,-2.123497e-02, 6.118715e-03,-1.115703e-02, 3.155996e-03, 6.622861e-03,-1.265732e-02, 8.481572e-03,1.0014456
"177", 4465.336,"No","Basic","College","Employed","F",61846,"Rural","Married",112, 1,48,0,1,"Personal Auto","Personal L2","Offer2","Agent", 215.818200,"SUV","Medsize", 7012.843,-0.8984138276,-0.8984138276,0.0014011267,1.887566e-04,-3.365268e-02,-2.295627e-03, 2.799923e-03, 3.717582e-03, 8.689274e-03,-1.722020e-02,-2.330563e-02,1.0016009
"178", 5968.119,"No","Basic","Bachelor","Employed","F",90972,"Urban","Married", 74, 3,47,0,8,"Personal Auto","Personal L3","Offer2","Call Center", 232.926145,"Two-Door Car","Medsize", 6951.851,-0.3468946335,-0.3468946335,0.0013337405,2.678922e-05,-1.267719e-02, 1.796165e-03, 1.278965e-03, 1.442865e-03,-9.472077e-03,-6.816719e-03, 1.090951e-03,1.0022382
"179", 5097.763,"No","Basic","College","Unemployed","F",    0,"Suburban","Single", 74, 3,95,0,7,"Personal Auto","Personal L3","Offer3","Web", 532.800000,"Two-Door Car","Medsize", 6889.656,-0.6317160800,-0.6317160800,0.0007760552,5.166149e-05,-1.760503e-02,-2.579873e-03, 3.046996e-03, 3.818917e-03,-1.279419e-02, 5.514772e-03, 2.524184e-03,1.0013929
"181",12252.602,"No","Premium","Bachelor","Unemployed","F",    0,"Suburban","Married",115,12,17,1,2,"Personal Auto","Personal L2","Offer1","Agent", 552.000000,"Four-Door Car","Medsize", 6971.894, 1.8619865129, 1.8619865129,0.0005956472,3.442443e-04, 4.545697e-02,-8.273324e-03, 2.607133e-02, 1.452532e-02,-1.083083e-02,-1.624785e-02,-2.319433e-02,0.9980714
"182",16936.271,"No","Extended","Bachelor","Employed","F",39411,"Suburban","Married",217, 4,29,2,4,"Personal Auto","Personal L3","Offer3","Branch",1122.658899,"Luxury Car","Medsize",12105.333, 1.7067961275, 1.7067961275,0.0046660984,2.275387e-03, 1.168622e-01,-8.726974e-02, 1.062839e-01, 3.738182e-02, 9.708336e-03,-9.131039e-03,-5.823731e-02,1.0027215
"183", 4892.435,"No","Basic","High School or Below","Employed","M",21709,"Suburban","Married", 62,28,17,0,3,"Personal Auto","Personal L2","Offer2","Branch", 408.374746,"Four-Door Car","Large", 4777.658, 0.0404601981, 0.0404601981,0.0006681669,1.824543e-07, 1.046202e-03, 3.791412e-04,-3.951524e-04,-1.760736e-04, 2.865422e-05, 7.195316e-04,-1.926242e-05,1.0016925
"184", 9942.305,"No","Extended","Bachelor","Employed","M",67890,"Suburban","Single", 85,23,57,0,2,"Personal Auto","Personal L2","Offer4","Agent", 408.000000,"Four-Door Car","Small", 5760.002, 1.4743635038, 1.4743635038,0.0003775523,1.368081e-04, 2.865333e-02, 1.389263e-02,-1.143466e-04,-9.243588e-03,-9.079921e-03,-1.501285e-02,-9.167020e-03,0.9991759
